[INFO] | 2025-11-09 11:20:50 AM | analyzer.ReadOnly_safe3 | Analysis started at: 2025-11-09 11:20:50 AM
[INFO] | 2025-11-09 11:20:50 AM | analyzer.ReadOnly_safe3 | Version constraints: ['^0.5.0']
[INFO] | 2025-11-09 11:20:50 AM | analyzer.ReadOnly_safe3 | solc version: v0.5.0
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Callgraph generation started!
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Callgraph generation finished!
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Value Range Analysis started
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Generating return summary for adjust
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Return summary generated for adjust
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | State variable assignement do not exist
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Processed function adjust
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Generating return summary for constructor
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Return summary generated for constructor
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Range graph generated
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Processed function constructor
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Generating return summary for fallback
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Return summary generated for fallback
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | State variable assignement do not exist
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Processed function fallback
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Generating return summary for slitherConstructorVariables
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Return summary generated for slitherConstructorVariables
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Range graph generated
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Processed function slitherConstructorVariables
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Generating return summary for constructor
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Return summary generated for constructor
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Range graph generated
[INFO] | 2025-11-09 11:20:51 AM | analyzer.ReadOnly_safe3 | Processed function constructor
