[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Analysis started at: 2025-11-09 11:13:00 AM
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Version constraints: ['^0.4.24']
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | solc version: v0.4.24
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Callgraph generation started!
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Callgraph generation finished!
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Value Range Analysis started
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Generating return summary for withdraw
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Return summary generated for withdraw
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Range graph generated
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Processed function withdraw
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Generating return summary for transfer
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Return summary generated for transfer
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Range graph generated
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Processed function transfer
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Generating return summary for deposit
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Return summary generated for deposit
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Range graph generated
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Processed function deposit
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Value Range Analysis took 0.007108 seconds
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Value Range Analysis finished
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Storage dependency graph compostion started!
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Storage dependency graph compostion finished!
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Dependency detection started!
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | TOD dependency detected in file CrossCall_safe2.sol in contract CrossCall_safe1 in by composing functions withdraw and withdraw
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | TOD dependency detected in file CrossCall_safe2.sol in contract CrossCall_safe1 in by composing functions withdraw and transfer
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | TOD dependency detected in file CrossCall_safe2.sol in contract CrossCall_safe1 in by composing functions withdraw and deposit
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Dependency detection finished!
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Static Analysis took 0.306968 seconds
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Dependency exists
[INFO] | 2025-11-09 11:13:00 AM | analyzer.CrossCall_safe2 | Invoking symbolic executor!
[INFO] | 2025-11-09 11:13:01 AM | analyzer.CrossCall_safe2 | Symbolic execution took 1.051695 seconds
[INFO] | 2025-11-09 11:13:01 AM | analyzer.CrossCall_safe2 | Symbolic execution finished!
[INFO] | 2025-11-09 11:13:01 AM | analyzer.CrossCall_safe2 | Analysis finished!
[INFO] | 2025-11-09 11:13:01 AM | analyzer.CrossCall_safe2 | Analysis took 1.360759 seconds
[INFO] | 2025-11-09 11:13:01 AM | analyzer.CrossCall_safe2 | Analysis finished at: 2025-11-09 11:13:01 AM
