[INFO] | 2025-11-09 11:21:13 AM | analyzer.CallFolded_ree3 | Analysis started at: 2025-11-09 11:21:13 AM
[INFO] | 2025-11-09 11:21:13 AM | analyzer.CallFolded_ree3 | Version constraints: ['^0.5.0']
[INFO] | 2025-11-09 11:21:13 AM | analyzer.CallFolded_ree3 | solc version: v0.5.0
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Callgraph generation started!
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Callgraph generation finished!
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Value Range Analysis started
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Generating return summary for call
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Return summary generated for call
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | State variable assignement do not exist
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Processed function call
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Generating return summary for check
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Return summary generated for check
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | State variable assignement do not exist
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Processed function check
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Generating return summary for update
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Return summary generated for update
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Range graph generated
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Processed function update
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Generating return summary for deposit
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Return summary generated for deposit
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Range graph generated
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Processed function deposit
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Generating return summary for pay
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Return summary generated for pay
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | State variable assignement do not exist
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Processed function pay
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Generating return summary for withdraw
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Return summary generated for withdraw
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Range graph generated
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Processed function withdraw
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Value Range Analysis took 0.012379 seconds
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Value Range Analysis finished
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Storage dependency graph compostion started!
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Storage dependency graph compostion finished!
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Dependency detection started!
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | DAO dependency detected in file CallFolded_ree3.sol in contract CallFolded_ree3 in by composing functions withdraw and withdraw
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | DAO dependency detected in file CallFolded_ree3.sol in contract CallFolded_ree3 in by composing functions withdraw and deposit
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | TOD dependency detected in file CallFolded_ree3.sol in contract CallFolded_ree3 in by composing functions withdraw and withdraw
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | TOD dependency detected in file CallFolded_ree3.sol in contract CallFolded_ree3 in by composing functions withdraw and deposit
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Dependency detection finished!
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Static Analysis took 0.354408 seconds
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Dependency exists
[INFO] | 2025-11-09 11:21:14 AM | analyzer.CallFolded_ree3 | Invoking symbolic executor!
[INFO] | 2025-11-09 11:21:15 AM | analyzer.CallFolded_ree3 | Symbolic execution took 1.582111 seconds
[INFO] | 2025-11-09 11:21:15 AM | analyzer.CallFolded_ree3 | Symbolic execution finished!
[INFO] | 2025-11-09 11:21:15 AM | analyzer.CallFolded_ree3 | Analysis finished!
[INFO] | 2025-11-09 11:21:15 AM | analyzer.CallFolded_ree3 | Analysis took 1.939058 seconds
[INFO] | 2025-11-09 11:21:15 AM | analyzer.CallFolded_ree3 | Analysis finished at: 2025-11-09 11:21:15 AM
