[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Analysis started at: 2025-11-09 11:13:30 AM
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Version constraints: ['^0.4.24']
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | solc version: v0.4.24
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Callgraph generation started!
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Callgraph generation finished!
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Value Range Analysis started
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Generating return summary for withdraw
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Return summary generated for withdraw
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Range graph generated
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Processed function withdraw
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Generating return summary for deposit
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Return summary generated for deposit
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Range graph generated
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Processed function deposit
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Value Range Analysis took 0.003479 seconds
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Value Range Analysis finished
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Storage dependency graph compostion started!
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Storage dependency graph compostion finished!
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Dependency detection started!
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | DAO dependency detected in file Underflow_safe1.sol in contract Underflow_safe1 in by composing functions withdraw and withdraw
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | TOD dependency detected in file Underflow_safe1.sol in contract Underflow_safe1 in by composing functions withdraw and withdraw
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | TOD dependency detected in file Underflow_safe1.sol in contract Underflow_safe1 in by composing functions withdraw and deposit
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Dependency detection finished!
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Static Analysis took 0.251929 seconds
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Dependency exists
[INFO] | 2025-11-09 11:13:30 AM | analyzer.Underflow_safe1 | Invoking symbolic executor!
[INFO] | 2025-11-09 11:13:32 AM | analyzer.Underflow_safe1 | Symbolic execution took 1.479970 seconds
[INFO] | 2025-11-09 11:13:32 AM | analyzer.Underflow_safe1 | Symbolic execution finished!
[INFO] | 2025-11-09 11:13:32 AM | analyzer.Underflow_safe1 | Analysis finished!
[INFO] | 2025-11-09 11:13:32 AM | analyzer.Underflow_safe1 | Analysis took 1.738724 seconds
[INFO] | 2025-11-09 11:13:32 AM | analyzer.Underflow_safe1 | Analysis finished at: 2025-11-09 11:13:32 AM
