[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Analysis started at: 2025-11-09 11:21:26 AM
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Version constraints: ['^0.5.0']
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | solc version: v0.5.0
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Callgraph generation started!
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Callgraph generation finished!
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Value Range Analysis started
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Generating return summary for nonReentrant
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Return summary generated for nonReentrant
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Range graph generated
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Processed function nonReentrant
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Generating return summary for withdraw
[INFO] | 2025-11-09 11:21:26 AM | analyzer.MutexesMod_ree5 | Return summary generated for withdraw
