[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Analysis started at: 2025-11-09 11:20:27 AM
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Version constraints: ['^0.5.0']
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | solc version: v0.5.0
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Callgraph generation started!
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Callgraph generation finished!
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Value Range Analysis started
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Generating return summary for getSomething
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Return summary generated for getSomething
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | State variable assignement do not exist
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Processed function getSomething
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Generating return summary for constructor
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Return summary generated for constructor
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Range graph generated
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Processed function constructor
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Value Range Analysis took 0.001097 seconds
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Value Range Analysis finished
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Storage dependency graph compostion started!
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Storage dependency graph compostion finished!
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Dependency detection started!
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Dependency detection finished!
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Static Analysis took 0.110455 seconds
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Dependency does not exist
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Symbolic execution is not needed!
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Analysis finished!
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Analysis took 0.111782 seconds
[INFO] | 2025-11-09 11:20:27 AM | analyzer.CastCons_safe1 | Analysis finished at: 2025-11-09 11:20:27 AM
