[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Analysis started at: 2025-11-09 11:21:05 AM
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Version constraints: ['^0.5.0']
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | solc version: v0.5.0
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Callgraph generation started!
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Callgraph generation finished!
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Value Range Analysis started
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Generating return summary for transfer
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Return summary generated for transfer
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Range graph generated
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Processed function transfer
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Generating return summary for withdraw
[INFO] | 2025-11-09 11:21:05 AM | analyzer.CrossMutex_ree2 | Return summary generated for withdraw
