[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Analysis started at: 2025-11-09 11:21:25 AM
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Version constraints: ['^0.5.0']
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | solc version: v0.5.0
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Callgraph generation started!
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Callgraph generation finished!
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Value Range Analysis started
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Generating return summary for nonReentrant
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Return summary generated for nonReentrant
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Range graph generated
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Processed function nonReentrant
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Generating return summary for withdraw
[INFO] | 2025-11-09 11:21:25 AM | analyzer.MutexesMod_ree4 | Return summary generated for withdraw
