[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Analysis started at: 2025-11-09 11:13:51 AM
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Version constraints: ['^0.4.24']
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | solc version: v0.4.24
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Callgraph generation started!
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Callgraph generation finished!
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Value Range Analysis started
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Generating return summary for nonReentrant
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Return summary generated for nonReentrant
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Range graph generated
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Processed function nonReentrant
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Generating return summary for withdraw
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Return summary generated for withdraw
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Range graph generated
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Processed function withdraw
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Generating return summary for deposit
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Return summary generated for deposit
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Range graph generated
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Processed function deposit
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Value Range Analysis took 0.003494 seconds
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Value Range Analysis finished
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Storage dependency graph compostion started!
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Storage dependency graph compostion finished!
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Dependency detection started!
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | DAO dependency detected in file MutexesMod_safe2.sol in contract MutexesMod_safe2 in by composing functions withdraw and withdraw
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | DAO dependency detected in file MutexesMod_safe2.sol in contract MutexesMod_safe2 in by composing functions withdraw and deposit
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | TOD dependency detected in file MutexesMod_safe2.sol in contract MutexesMod_safe2 in by composing functions withdraw and withdraw
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | TOD dependency detected in file MutexesMod_safe2.sol in contract MutexesMod_safe2 in by composing functions withdraw and deposit
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Dependency detection finished!
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Static Analysis took 0.409180 seconds
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Dependency exists
[INFO] | 2025-11-09 11:13:51 AM | analyzer.MutexesMod_safe2 | Invoking symbolic executor!
[INFO] | 2025-11-09 11:13:53 AM | analyzer.MutexesMod_safe2 | Symbolic execution took 2.104357 seconds
[INFO] | 2025-11-09 11:13:53 AM | analyzer.MutexesMod_safe2 | Symbolic execution finished!
[INFO] | 2025-11-09 11:13:53 AM | analyzer.MutexesMod_safe2 | Analysis finished!
[INFO] | 2025-11-09 11:13:53 AM | analyzer.MutexesMod_safe2 | Analysis took 2.518307 seconds
[INFO] | 2025-11-09 11:13:53 AM | analyzer.MutexesMod_safe2 | Analysis finished at: 2025-11-09 11:13:53 AM
