[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Analysis started at: 2025-11-09 11:12:55 AM
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Version constraints: ['^0.4.24']
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | solc version: v0.4.24
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Callgraph generation started!
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Callgraph generation finished!
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Value Range Analysis started
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Generating return summary for getRandom
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Return summary generated for getRandom
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | State variable assignement do not exist
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Processed function getRandom
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Generating return summary for constructor
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Return summary generated for constructor
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Range graph generated
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Processed function constructor
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Generating return summary for deposit
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Return summary generated for deposit
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Range graph generated
[INFO] | 2025-11-09 11:12:55 AM | analyzer.ReadOnly_safe1 | Processed function deposit
