filename,basename,exit_code,toolid,findings,true_reentrancy,predicted_reentrancy
handcrafted_tests/src/0_4/single-function/low-level-call/to-sender/guard/block-number/Block_ree1.sol,Block_ree1.sol,0,ccc,"{A_deterministic_or_predictable_value_may_be_used_as_bad_random_number,Reentrancy_Vulnerability}",True,True
handcrafted_tests/src/0_5/single-function/low-level-call/to-sender/guard/block-number/Block_ree1.sol,Block_ree1.sol,0,ccc,"{A_deterministic_or_predictable_value_may_be_used_as_bad_random_number,Reentrancy_Vulnerability}",True,True
handcrafted_tests/src/0_8/single-function/low-level-call/to-sender/guard/block-number/Block_ree1.sol,Block_ree1.sol,0,ccc,{},True,False
handcrafted_tests/src/0_4/single-function/low-level-call/to-sender/guard/block-number/Block_safe1.sol,Block_safe1.sol,0,ccc,"{A_deterministic_or_predictable_value_may_be_used_as_bad_random_number,Reentrancy_Vulnerability}",False,True
handcrafted_tests/src/0_5/single-function/low-level-call/to-sender/guard/block-number/Block_safe1.sol,Block_safe1.sol,0,ccc,"{A_deterministic_or_predictable_value_may_be_used_as_bad_random_number,Reentrancy_Vulnerability}",False,True
handcrafted_tests/src/0_8/single-function/low-level-call/to-sender/guard/block-number/Block_safe1.sol,Block_safe1.sol,0,ccc,{},False,False
handcrafted_tests/src/0_4/single-function/low-level-call/to-sender/guard/block-number/Block_safe2.sol,Block_safe2.sol,0,ccc,{A_deterministic_or_predictable_value_may_be_used_as_bad_random_number},False,False
handcrafted_tests/src/0_5/single-function/low-level-call/to-sender/guard/block-number/Block_safe2.sol,Block_safe2.sol,0,ccc,{A_deterministic_or_predictable_value_may_be_used_as_bad_random_number},False,False
handcrafted_tests/src/0_8/single-function/low-level-call/to-sender/guard/block-number/Block_safe2.sol,Block_safe2.sol,0,ccc,{},False,False
handcrafted_tests/src/0_4/always-safe/constructor/CallCons_safe1.sol,CallCons_safe1.sol,0,ccc,{},False,False
handcrafted_tests/src/0_5/always-safe/constructor/CallCons_safe1.sol,CallCons_safe1.sol,0,ccc,{},False,False
handcrafted_tests/src/0_8/always-safe/constructor/CallCons_safe1.sol,CallCons_safe1.sol,0,ccc,{},False,False
handcrafted_tests/src/0_4/always-safe/emit/CallEmit_safe1.sol,CallEmit_safe1.sol,0,ccc,{},False,False
handcrafted_tests/src/0_5/always-safe/emit/CallEmit_safe1.sol,CallEmit_safe1.sol,0,ccc,{},False,False
handcrafted_tests/src/0_8/always-safe/emit/CallEmit_safe1.sol,CallEmit_safe1.sol,0,ccc,{},False,False
handcrafted_tests/src/0_4/single-function/low-level-call/to-sender/folded/CallFolded_ree1.sol,CallFolded_ree1.sol,0,ccc,{Reentrancy_Vulnerability},True,True
handcrafted_tests/src/0_5/single-function/low-level-call/to-sender/folded/CallFolded_ree1.sol,CallFolded_ree1.sol,0,ccc,{Reentrancy_Vulnerability},True,True
handcrafted_tests/src/0_8/single-function/low-level-call/to-sender/folded/CallFolded_ree1.sol,CallFolded_ree1.sol,0,ccc,{},True,False
handcrafted_tests/src/0_4/single-function/low-level-call/to-sender/folded/CallFolded_ree2.sol,CallFolded_ree2.sol,0,ccc,{Reentrancy_Vulnerability},True,True
handcrafted_tests/src/0_5/single-function/low-level-call/to-sender/folded/CallFolded_ree2.sol,CallFolded_ree2.sol,0,ccc,{Reentrancy_Vulnerability},True,True
