filename,basename,exit_code,toolid,findings,true_reentrancy,predicted_reentrancy
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/guard/block-number/Block_ree1/Block_ree1.hex,Block_ree1.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/guard/block-number/Block_ree1/Block_ree1.hex,Block_ree1.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/guard/block-number/Block_safe1/Block_safe1.hex,Block_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/guard/block-number/Block_safe1/Block_safe1.hex,Block_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/guard/block-number/Block_safe2/Block_safe2.hex,Block_safe2.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/guard/block-number/Block_safe2/Block_safe2.hex,Block_safe2.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/always-safe/constructor/CallCons_safe1/CallCons_safe1.hex,CallCons_safe1.hex,0,conkas,{Reentrancy},False,True
handcrafted_tests/bins/0_5/always-safe/constructor/CallCons_safe1/CallCons_safe1.hex,CallCons_safe1.hex,0,conkas,"{Integer_Overflow,Reentrancy}",False,True
handcrafted_tests/bins/0_4/always-safe/emit/CallEmit_safe1/CallEmit_safe1.hex,CallEmit_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/always-safe/emit/CallEmit_safe1/CallEmit_safe1.hex,CallEmit_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/folded/CallFolded_ree1/CallFolded_ree1.hex,CallFolded_ree1.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/folded/CallFolded_ree1/CallFolded_ree1.hex,CallFolded_ree1.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/folded/CallFolded_ree2/CallFolded_ree2.hex,CallFolded_ree2.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/folded/CallFolded_ree2/CallFolded_ree2.hex,CallFolded_ree2.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/folded/CallFolded_ree3/CallFolded_ree3.hex,CallFolded_ree3.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/folded/CallFolded_ree3/CallFolded_ree3.hex,CallFolded_ree3.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/folded/CallFolded_safe1/CallFolded_safe1.hex,CallFolded_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/folded/CallFolded_safe1/CallFolded_safe1.hex,CallFolded_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/folded/CallFolded_safe2/CallFolded_safe2.hex,CallFolded_safe2.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/folded/CallFolded_safe2/CallFolded_safe2.hex,CallFolded_safe2.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/folded/CallFolded_safe3/CallFolded_safe3.hex,CallFolded_safe3.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/folded/CallFolded_safe3/CallFolded_safe3.hex,CallFolded_safe3.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/gas/CallGas_ree1/CallGas_ree1.hex,CallGas_ree1.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/gas/CallGas_ree1/CallGas_ree1.hex,CallGas_ree1.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/gas/CallGas_safe1/CallGas_safe1.hex,CallGas_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/gas/CallGas_safe1/CallGas_safe1.hex,CallGas_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/gas/CallGas_safe2/CallGas_safe2.hex,CallGas_safe2.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/gas/CallGas_safe2/CallGas_safe2.hex,CallGas_safe2.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/baseline/Call_ree1/Call_ree1.hex,Call_ree1.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/baseline/Call_ree1/Call_ree1.hex,Call_ree1.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_4/single-function/low-level-call/to-sender/baseline/Call_safe1/Call_safe1.hex,Call_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/single-function/low-level-call/to-sender/baseline/Call_safe1/Call_safe1.hex,Call_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/always-safe/constructor/CastCons_safe1/CastCons_safe1.hex,CastCons_safe1.hex,0,conkas,{Reentrancy},False,True
handcrafted_tests/bins/0_5/always-safe/constructor/CastCons_safe1/CastCons_safe1.hex,CastCons_safe1.hex,0,conkas,{Reentrancy},False,True
handcrafted_tests/bins/0_4/always-safe/constructor/CastCons_safe2/CastCons_safe2.hex,CastCons_safe2.hex,0,conkas,"{Integer_Overflow,Reentrancy}",False,True
handcrafted_tests/bins/0_5/always-safe/constructor/CastCons_safe2/CastCons_safe2.hex,CastCons_safe2.hex,0,conkas,"{Integer_Overflow,Reentrancy}",False,True
handcrafted_tests/bins/0_4/always-safe/emit/CastEmit_safe1/CastEmit_safe1.hex,CastEmit_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/always-safe/emit/CastEmit_safe1/CastEmit_safe1.hex,CastEmit_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/single-function/method-invocation/folded/CastFolded_ree1/CastFolded_ree1.hex,CastFolded_ree1.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_5/single-function/method-invocation/folded/CastFolded_ree1/CastFolded_ree1.hex,CastFolded_ree1.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_4/single-function/method-invocation/folded/CastFolded_ree2/CastFolded_ree2.hex,CastFolded_ree2.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_5/single-function/method-invocation/folded/CastFolded_ree2/CastFolded_ree2.hex,CastFolded_ree2.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_4/single-function/method-invocation/folded/CastFolded_ree3/CastFolded_ree3.hex,CastFolded_ree3.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_5/single-function/method-invocation/folded/CastFolded_ree3/CastFolded_ree3.hex,CastFolded_ree3.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_4/single-function/method-invocation/folded/CastFolded_safe1/CastFolded_safe1.hex,CastFolded_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/single-function/method-invocation/folded/CastFolded_safe1/CastFolded_safe1.hex,CastFolded_safe1.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/single-function/method-invocation/folded/CastFolded_safe2/CastFolded_safe2.hex,CastFolded_safe2.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/single-function/method-invocation/folded/CastFolded_safe2/CastFolded_safe2.hex,CastFolded_safe2.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/single-function/method-invocation/folded/CastFolded_safe3/CastFolded_safe3.hex,CastFolded_safe3.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_5/single-function/method-invocation/folded/CastFolded_safe3/CastFolded_safe3.hex,CastFolded_safe3.hex,0,conkas,{},False,False
handcrafted_tests/bins/0_4/single-function/method-invocation/baseline/Cast_ree1/Cast_ree1.hex,Cast_ree1.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_5/single-function/method-invocation/baseline/Cast_ree1/Cast_ree1.hex,Cast_ree1.hex,0,conkas,{},True,False
handcrafted_tests/bins/0_4/single-function/method-invocation/baseline/Cast_safe1/Cast_safe1.hex,Cast_safe1.hex,0,conkas,{},False,False
