[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Analysis started at: 2025-11-09 11:20:44 AM
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Version constraints: ['^0.5.0']
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | solc version: v0.5.0
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Callgraph generation started!
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Callgraph generation finished!
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Value Range Analysis started
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Generating return summary for deploy_and_win
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | We should not consider this kind of return values!
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Return summary generated for deploy_and_win
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Range graph generated
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Processed function deploy_and_win
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Value Range Analysis took 0.001752 seconds
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Value Range Analysis finished
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Storage dependency graph compostion started!
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Storage dependency graph compostion finished!
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Dependency detection started!
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | TOD dependency detected in file Create_safe2.sol in contract Create_safe2 in by composing functions deploy_and_win and deploy_and_win
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Dependency detection finished!
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Static Analysis took 0.152886 seconds
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Dependency exists
[INFO] | 2025-11-09 11:20:44 AM | analyzer.Create_safe2 | Invoking symbolic executor!
[INFO] | 2025-11-09 11:20:45 AM | analyzer.Create_safe2 | Symbolic execution took 0.938006 seconds
[INFO] | 2025-11-09 11:20:45 AM | analyzer.Create_safe2 | Symbolic execution finished!
[INFO] | 2025-11-09 11:20:45 AM | analyzer.Create_safe2 | Analysis finished!
[INFO] | 2025-11-09 11:20:45 AM | analyzer.Create_safe2 | Analysis took 1.092785 seconds
[INFO] | 2025-11-09 11:20:45 AM | analyzer.Create_safe2 | Analysis finished at: 2025-11-09 11:20:45 AM
