[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Analysis started at: 2025-11-09 11:21:28 AM
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Version constraints: ['^0.5.0']
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | solc version: v0.5.0
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Callgraph generation started!
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Callgraph generation finished!
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Value Range Analysis started
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Generating return summary for nonReentrant
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Return summary generated for nonReentrant
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Range graph generated
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Processed function nonReentrant
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Generating return summary for withdraw
[INFO] | 2025-11-09 11:21:28 AM | analyzer.MutexesMod_safe3 | Return summary generated for withdraw
