[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Analysis started at: 2025-11-09 11:13:42 AM
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Version constraints: ['^0.4.24']
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | solc version: v0.4.24
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Callgraph generation started!
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Callgraph generation finished!
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Interprocedural CFG generation started!
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Interprocedural CFG generation finished!
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Storage dependency graph generation started!
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Storage dependency graph generation finished!
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Value Range Analysis started
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Generating return summary for noSameBlock
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Return summary generated for noSameBlock
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Range graph generated
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Processed function noSameBlock
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Generating return summary for withdraw
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Return summary generated for withdraw
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Range graph generated
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Processed function withdraw
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Generating return summary for deposit
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Return summary generated for deposit
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Range graph generated
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Processed function deposit
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Value Range Analysis took 0.009248 seconds
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Value Range Analysis finished
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Storage dependency graph compostion started!
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Storage dependency graph compostion finished!
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Dependency detection started!
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | DAO dependency detected in file Block_safe1.sol in contract Block_safe1 in by composing functions withdraw and withdraw
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | TOD dependency detected in file Block_safe1.sol in contract Block_safe1 in by composing functions withdraw and withdraw
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | TOD dependency detected in file Block_safe1.sol in contract Block_safe1 in by composing functions withdraw and deposit
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Dependency detection finished!
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Static Analysis took 0.395283 seconds
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Dependency exists
[INFO] | 2025-11-09 11:13:42 AM | analyzer.Block_safe1 | Invoking symbolic executor!
[INFO] | 2025-11-09 11:13:44 AM | analyzer.Block_safe1 | Symbolic execution took 1.779047 seconds
[INFO] | 2025-11-09 11:13:44 AM | analyzer.Block_safe1 | Symbolic execution finished!
[INFO] | 2025-11-09 11:13:44 AM | analyzer.Block_safe1 | Analysis finished!
[INFO] | 2025-11-09 11:13:44 AM | analyzer.Block_safe1 | Analysis took 2.177234 seconds
[INFO] | 2025-11-09 11:13:44 AM | analyzer.Block_safe1 | Analysis finished at: 2025-11-09 11:13:44 AM
